Тип;Неприсоединенная высота;Длина;Объем;Толщина;ADSK_Этаж;ADSK_Номер секции;Группа модели
BRU_ВнешняяСтена_БлокКерамический10,7НФ_250мм;3320;410;0.34;250;Этаж 01 (отм. -0,150);Секция 1;Внешняя стена. Кладка
BRU_ФасадШтукатурный_Штукатурка_10мм_БелыйЦвет;4020;485;0.02;10;Этаж 01 (отм. -0,150);Секция 1;Штукатурка фасадная
BRU_ФасадШтукатурный_Штукатурка_10мм_БелыйЦвет;4020;485;0.02;10;Этаж 01 (отм. -0,150);Секция 1;Штукатурка фасадная
BRU_ФасадШтукатурный_Штукатурка_10мм_БелыйЦвет;3680;160;0.01;10;Этаж 01 (отм. -0,150);Секция 1;Штукатурка фасадная
BRU_ФасадШтукатурный_Штукатурка_10мм_БелыйЦвет;3680;160;0.01;10;Этаж 01 (отм. -0,150);Секция 1;Штукатурка фасадная
BRU_ВнешняяСтена_БлокКерамический10,7НФ_250мм;3320;125;0.10;250;Этаж 01 (отм. -0,150);Секция 1;Внешняя стена. Кладка
BRU_ФасадШтукатурный_Штукатурка_10мм_БелыйЦвет;4020;665;0.03;10;Этаж 01 (отм. -0,150);Секция 1;Штукатурка фасадная
Витраж_Ритейл;4020;1180;;;Этаж 01 (отм. -0,150);Секция 1;Витраж
BRU_ВнешняяСтена_БлокКерамический10,7НФ_250мм;3320;375;0.31;250;Этаж 01 (отм. -0,150);Секция 1;Внешняя стена. Кладка
BRU_ФасадШтукатурный_Утеплитель_150мм;3320;665;0.33;150;Этаж 01 (отм. -0,150);Секция 1;Утепление штукатурного фасада
BRU_ФасадШтукатурный_Штукатурка_10мм_БелыйЦвет;4020;1855;0.07;10;Этаж 01 (отм. -0,150);Секция 1;Штукатурка фасадная
BRU_ФасадШтукатурный_Утеплитель_150мм_Цоколь;700;665;0.07;150;Этаж 01 (отм. -0,150);Секция 1;Утепление цоколя навесного
ADSK_Бетон_В25 250;700;375;0.07;250;Этаж 01 (отм. -0,150);Секция 1;Монолитная стена
BRU_ФасадШтукатурный_Штукатурка_10мм_БелыйЦвет;4020;80;0.00;10;Этаж 01 (отм. -0,150);Секция 1;Штукатурка фасадная
BRU_ФасадШтукатурный_Штукатурка_10мм_БелыйЦвет;4020;80;0.01;10;Этаж 01 (отм. -0,150);Секция 1;Штукатурка фасадная
BRU_ФасадШтукатурный_Утеплитель_130мм;340;930;0.04;130;Этаж 01 (отм. -0,150);Секция 1;Утепление штукатурного фасада
BRU_ФасадШтукатурный_Штукатурка_10мм_ТемныйСерыйЦвет;340;925;0.00;10;Этаж 01 (отм. -0,150);Секция 1;Штукатурка фасадная
BRU_ВнешняяСтена_БлокКерамический10,7НФ_250мм;3320;355;0.19;250;Этаж 01 (отм. -0,150);Секция 1;Внешняя стена. Кладка
BRU_ВнешняяСтена_БлокКерамический10,7НФ_250мм;3320;355;0.19;250;Этаж 01 (отм. -0,150);Секция 1;Внешняя стена. Кладка
BRU_ФасадШтукатурный_Утеплитель_150мм;310;3450;0.16;150;Этаж 04 (отм. +10,050);Секция 3;Утепление штукатурного фасада
BRU_ФасадШтукатурный_Штукатурка_10мм_БелыйЦвет;320;3450;0.01;10;Этаж 04 (отм. +10,050);Секция 3;Штукатурка фасадная
BRU_Откос_Белый_10мм;2500;155;0.00;10;Этаж 04 (отм. +10,050);Секция 3;Штукатурка фасадная
BRU_ФасадШтукатурный_Утеплитель_150мм;2510;595;0.22;150;Этаж 04 (отм. +10,050);Секция 3;Утепление штукатурного фасада
BRU_ФасадШтукатурный_Штукатурка_10мм_БелыйЦвет;2680;600;0.02;10;Этаж 04 (отм. +10,050);Секция 3;Штукатурка фасадная
BRU_ФасадШтукатурный_Штукатурка_10мм_БелыйЦвет;2500;15;0.00;10;Этаж 04 (отм. +10,050);Секция 3;Штукатурка фасадная
BRU_Откос_Тёмный_10мм;2500;135;0.00;10;Этаж 04 (отм. +10,050);Секция 3;Штукатурка фасадная
BRU_ФасадШтукатурный_Утеплитель_150мм;2510;630;0.24;150;Этаж 04 (отм. +10,050);Секция 3;Утепление штукатурного фасада
BRU_ФасадШтукатурный_Штукатурка_10мм_БелыйЦвет;2680;635;0.02;10;Этаж 04 (отм. +10,050);Секция 3;Штукатурка фасадная
BRU_ФасадШтукатурный_Штукатурка_10мм_ТемныйСерыйЦвет;2500;990;0.02;10;Этаж 04 (отм. +10,050);Секция 3;Штукатурка фасадная
BRU_ВнешняяСтена_БлокКерамический10,7НФ_250мм;2820;3450;1.46;250;Этаж 04 (отм. +10,050);Секция 3;Внешняя стена. Кладка
BRU_ФасадШтукатурный_Утеплитель_130мм;2510;985;0.32;130;Этаж 04 (отм. +10,050);Секция 3;Утепление штукатурного фасада
BRU_ФасадШтукатурный_Штукатурка_10мм_КоричневыйЦвет;2820;155;0.00;10;Этаж 12 (отм. +34,050);Секция 1;Штукатурка фасадная
BRU_ФасадШтукатурный_Штукатурка_10мм_КоричневыйЦвет;2820;1115;0.03;10;Этаж 13 (отм. +37,050);Секция 1;Штукатурка фасадная
BRU_ФасадШтукатурный_Утеплитель_150мм;3000;670;0.30;150;;Секция 1;Утепление штукатурного фасада
BRU_ФасадШтукатурный_Утеплитель_150мм;3000;200;0.12;150;;Секция 1;Утепление штукатурного фасада
BRU_ФасадШтукатурный_Утеплитель_150мм;2720;875;0.33;150;;Секция 1;Утепление штукатурного фасада
BRU_ВнешняяСтена_БлокКерамический10,7НФ_250мм;2820;3200;1.02;250;Этаж 12 (отм. +34,050);Секция 1;Внешняя стена. Кладка
BRU_ФасадШтукатурный_Утеплитель_150мм;2820;3200;0.74;150;;Секция 1;Утепление штукатурного фасада
BRU_ФасадШтукатурный_Штукатурка_10мм_БелыйЦвет;2720;955;0.03;10;;Секция 1;Штукатурка фасадная
BRU_ФасадШтукатурный_Штукатурка_10мм_БелыйЦвет;3000;280;0.01;10;;Секция 1;Штукатурка фасадная
BRU_ВнешняяСтена_БлокКерамический10,7НФ_250мм;2820;125;0.09;250;Этаж 12 (отм. +34,050);Секция 1;Внешняя стена. Кладка
BRU_ФасадШтукатурный_Штукатурка_10мм_КоричневыйЦвет;3000;2150;0.06;10;;Секция 1;Штукатурка фасадная
BRU_ВнешняяСтена_БлокКерамический10,7НФ_250мм;2820;1930;0.87;250;Этаж 12 (отм. +34,050);Секция 1;Внешняя стена. Кладка
BRU_ФасадШтукатурный_Утеплитель_150мм;2720;550;0.22;150;;Секция 1;Утепление штукатурного фасада
BRU_ФасадШтукатурный_Штукатурка_10мм_КоричневыйЦвет;3000;560;0.02;10;;Секция 1;Штукатурка фасадная
BRU_ФасадШтукатурный_Штукатурка_10мм_КоричневыйЦвет;2820;950;0.02;10;;Секция 1;Штукатурка фасадная
BRU_ФасадШтукатурный_Утеплитель_150мм;2820;800;0.34;150;;Секция 1;Утепление штукатурного фасада
BRU_ВнешняяСтена_БлокКерамический10,7НФ_250мм;2820;250;0.18;250;Этаж 12 (отм. +34,050);Секция 1;Внешняя стена. Кладка
BRU_ФасадШтукатурный_Штукатурка_10мм_БелыйЦвет;3000;680;0.02;10;;Секция 1;Штукатурка фасадная
BRU_ФасадШтукатурный_Штукатурка_10мм_ТемныйСерыйЦвет;630;910;0.01;10;;Секция 1;Штукатурка фасадная
BRU_ФасадШтукатурный_Утеплитель_150мм;2720;1985;0.81;150;;Секция 1;Утепление штукатурного фасада
BRU_ФасадШтукатурный_Штукатурка_10мм_КоричневыйЦвет;360;900;0.00;10;;Секция 1;Штукатурка фасадная
BRU_ФасадШтукатурный_Утеплитель_150мм;3000;200;0.12;150;;Секция 1;Утепление штукатурного фасада
BRU_ФасадШтукатурный_Утеплитель_150мм;2720;875;0.33;150;;Секция 1;Утепление штукатурного фасада
BRU_ВнешняяСтена_БлокКерамический10,7НФ_250мм;2820;3200;1.02;250;Этаж 16 (отм. +46,050);Секция 1;Внешняя стена. Кладка
BRU_ФасадШтукатурный_Утеплитель_150мм;2820;3200;0.74;150;;Секция 1;Утепление штукатурного фасада
BRU_ФасадШтукатурный_Утеплитель_150мм;2720;275;0.11;150;;Секция 1;Утепление штукатурного фасада
BRU_ФасадШтукатурный_Утеплитель_150мм;2820;800;0.34;150;;Секция 1;Утепление штукатурного фасада
BRU_ФасадШтукатурный_Штукатурка_10мм_КоричневыйЦвет;360;900;0.00;10;;Секция 1;Штукатурка фасадная
BRU_ФасадШтукатурный_Утеплитель_150мм;3000;325;0.18;150;;Секция 1;Утепление штукатурного фасада
BRU_ФасадШтукатурный_Утеплитель_150мм;2720;875;0.33;150;;Секция 1;Утепление штукатурного фасада
BRU_ВнешняяСтена_БлокКерамический10,7НФ_250мм;2820;3200;1.02;250;Этаж 16 (отм. +46,050);Секция 1;Внешняя стена. Кладка
BRU_ФасадШтукатурный_Утеплитель_150мм;2820;3200;0.74;150;;Секция 1;Утепление штукатурного фасада
BRU_ФасадШтукатурный_Утеплитель_150мм;2820;800;0.34;150;;Секция 1;Утепление штукатурного фасада
BRU_ФасадШтукатурный_Штукатурка_10мм_КоричневыйЦвет;360;900;0.00;10;;Секция 1;Штукатурка фасадная
BRU_ФасадШтукатурный_Утеплитель_150мм;3000;200;0.12;150;;Секция 1;Утепление штукатурного фасада
BRU_ФасадШтукатурный_Утеплитель_150мм;2720;875;0.33;150;;Секция 1;Утепление штукатурного фасада
BRU_ВнешняяСтена_БлокКерамический10,7НФ_250мм;2820;3200;1.02;250;Этаж 16 (отм. +46,050);Секция 1;Внешняя стена. Кладка
BRU_ФасадШтукатурный_Утеплитель_150мм;2820;3200;0.74;150;;Секция 1;Утепление штукатурного фасада
BRU_ФасадШтукатурный_Утеплитель_150мм;2720;275;0.11;150;;Секция 1;Утепление штукатурного фасада
BRU_ФасадШтукатурный_Утеплитель_150мм;2820;800;0.34;150;;Секция 1;Утепление штукатурного фасада
BRU_ФасадШтукатурный_Штукатурка_10мм_КоричневыйЦвет;360;900;0.00;10;;Секция 1;Штукатурка фасадная
BRU_ФасадШтукатурный_Утеплитель_150мм;3000;200;0.12;150;;Секция 1;Утепление штукатурного фасада
BRU_ФасадШтукатурный_Утеплитель_150мм;2720;875;0.33;150;;Секция 1;Утепление штукатурного фасада
BRU_ВнешняяСтена_БлокКерамический10,7НФ_250мм;2820;3200;1.02;250;Этаж 15 (отм. +43,050);Секция 1;Внешняя стена. Кладка
BRU_ФасадШтукатурный_Утеплитель_150мм;2820;3200;0.74;150;;Секция 1;Утепление штукатурного фасада
BRU_ФасадШтукатурный_Утеплитель_150мм;2720;275;0.11;150;;Секция 1;Утепление штукатурного фасада
BRU_ФасадШтукатурный_Утеплитель_150мм;2820;800;0.34;150;;Секция 1;Утепление штукатурного фасада
BRU_ФасадШтукатурный_Штукатурка_10мм_КоричневыйЦвет;360;900;0.00;10;;Секция 1;Штукатурка фасадная
BRU_ФасадШтукатурный_Утеплитель_150мм;3000;200;0.12;150;;Секция 1;Утепление штукатурного фасада
BRU_ФасадШтукатурный_Утеплитель_150мм;2720;875;0.33;150;;Секция 1;Утепление штукатурного фасада
BRU_ВнешняяСтена_БлокКерамический10,7НФ_250мм;2820;3200;1.02;250;Этаж 14 (отм. +40,050);Секция 1;Внешняя стена. Кладка
BRU_ФасадШтукатурный_Утеплитель_150мм;2820;3200;0.74;150;;Секция 1;Утепление штукатурного фасада
BRU_ФасадШтукатурный_Штукатурка_10мм_БелыйЦвет;2720;955;0.03;10;;Секция 1;Штукатурка фасадная
BRU_ФасадШтукатурный_Штукатурка_10мм_КоричневыйЦвет;2500;2890;0.03;10;;Секция 1;Штукатурка фасадная
BRU_ФасадШтукатурный_Штукатурка_10мм_БелыйЦвет;3000;280;0.01;10;;Секция 1;Штукатурка фасадная
BRU_ФасадШтукатурный_Утеплитель_150мм;2720;275;0.11;150;;Секция 1;Утепление штукатурного фасада
BRU_ФасадШтукатурный_Штукатурка_10мм_КоричневыйЦвет;2500;950;0.02;10;;Секция 1;Штукатурка фасадная
BRU_ФасадШтукатурный_Утеплитель_150мм;2820;800;0.34;150;;Секция 1;Утепление штукатурного фасада
BRU_ФасадШтукатурный_Штукатурка_10мм_КоричневыйЦвет;360;900;0.00;10;;Секция 1;Штукатурка фасадная
BRU_ФасадШтукатурный_Утеплитель_150мм;3000;200;0.12;150;;Секция 1;Утепление штукатурного фасада
BRU_ФасадШтукатурный_Утеплитель_150мм;2720;875;0.33;150;;Секция 1;Утепление штукатурного фасада
BRU_ВнешняяСтена_БлокКерамический10,7НФ_250мм;2820;3200;1.02;250;Этаж 13 (отм. +37,050);Секция 1;Внешняя стена. Кладка
BRU_ФасадШтукатурный_Утеплитель_150мм;2820;3200;0.74;150;;Секция 1;Утепление штукатурного фасада
BRU_ФасадШтукатурный_Штукатурка_10мм_БелыйЦвет;2720;955;0.03;10;;Секция 1;Штукатурка фасадная
BRU_ФасадШтукатурный_Штукатурка_10мм_КоричневыйЦвет;2820;2890;0.04;10;;Секция 1;Штукатурка фасадная
BRU_ФасадШтукатурный_Штукатурка_10мм_БелыйЦвет;3000;280;0.01;10;;Секция 1;Штукатурка фасадная
BRU_ФасадШтукатурный_Утеплитель_150мм;2720;275;0.11;150;;Секция 1;Утепление штукатурного фасада
BRU_ФасадШтукатурный_Штукатурка_10мм_КоричневыйЦвет;2820;950;0.02;10;;Секция 1;Штукатурка фасадная
BRU_ФасадШтукатурный_Утеплитель_150мм;2820;800;0.34;150;;Секция 1;Утепление штукатурного фасада
BRU_ФасадШтукатурный_Штукатурка_10мм_КоричневыйЦвет;360;900;0.00;10;;Секция 1;Штукатурка фасадная
BRU_ФасадШтукатурный_Утеплитель_150мм;3000;200;0.12;150;;Секция 1;Утепление штукатурного фасада
BRU_ФасадШтукатурный_Утеплитель_150мм;2720;875;0.33;150;;Секция 1;Утепление штукатурного фасада
BRU_ВнешняяСтена_БлокКерамический10,7НФ_250мм;2820;3200;1.02;250;Этаж 10 (отм. +28,050);Секция 1;Внешняя стена. Кладка
BRU_ФасадШтукатурный_Утеплитель_150мм;2820;3200;0.74;150;;Секция 1;Утепление штукатурного фасада
BRU_ФасадШтукатурный_Штукатурка_10мм_БелыйЦвет;2720;955;0.03;10;;Секция 1;Штукатурка фасадная
BRU_ФасадШтукатурный_Штукатурка_10мм_БелыйЦвет;3000;280;0.01;10;;Секция 1;Штукатурка фасадная
BRU_ФасадШтукатурный_Утеплитель_150мм;2720;275;0.11;150;;Секция 1;Утепление штукатурного фасада
BRU_ФасадШтукатурный_Утеплитель_150мм;2820;800;0.34;150;;Секция 1;Утепление штукатурного фасада
BRU_ФасадШтукатурный_Штукатурка_10мм_КоричневыйЦвет;360;900;0.00;10;;Секция 1;Штукатурка фасадная
BRU_ФасадШтукатурный_Утеплитель_150мм;3000;200;0.12;150;;Секция 1;Утепление штукатурного фасада
BRU_ФасадШтукатурный_Утеплитель_150мм;2720;875;0.33;150;;Секция 1;Утепление штукатурного фасада
BRU_ВнешняяСтена_БлокКерамический10,7НФ_250мм;2820;3200;1.02;250;Этаж 06 (отм. +16,050);Секция 1;Внешняя стена. Кладка
BRU_ФасадШтукатурный_Утеплитель_150мм;2820;3200;0.74;150;;Секция 1;Утепление штукатурного фасада
BRU_ФасадШтукатурный_Штукатурка_10мм_БелыйЦвет;2720;955;0.03;10;;Секция 1;Штукатурка фасадная
BRU_ФасадШтукатурный_Штукатурка_10мм_БелыйЦвет;3000;280;0.01;10;;Секция 1;Штукатурка фасадная
BRU_ФасадШтукатурный_Утеплитель_150мм;2720;215;0.09;150;;Секция 1;Утепление штукатурного фасада
BRU_ФасадШтукатурный_Утеплитель_150мм;2820;800;0.34;150;;Секция 1;Утепление штукатурного фасада
BRU_ФасадШтукатурный_Штукатурка_10мм_КоричневыйЦвет;360;900;0.00;10;;Секция 1;Штукатурка фасадная
BRU_ФасадШтукатурный_Утеплитель_150мм;3000;200;0.12;150;;Секция 1;Утепление штукатурного фасада
BRU_ФасадШтукатурный_Утеплитель_150мм;2720;875;0.33;150;;Секция 1;Утепление штукатурного фасада
BRU_ВнешняяСтена_БлокКерамический10,7НФ_250мм;2820;3200;1.02;250;Этаж 05 (отм. +13,050);Секция 1;Внешняя стена. Кладка
BRU_ФасадШтукатурный_Утеплитель_150мм;2820;3200;0.74;150;;Секция 1;Утепление штукатурного фасада
BRU_ФасадШтукатурный_Штукатурка_10мм_БелыйЦвет;2720;955;0.03;10;;Секция 1;Штукатурка фасадная
BRU_ФасадШтукатурный_Штукатурка_10мм_БелыйЦвет;3000;280;0.01;10;;Секция 1;Штукатурка фасадная
BRU_ФасадШтукатурный_Утеплитель_150мм;2720;215;0.09;150;;Секция 1;Утепление штукатурного фасада
BRU_ФасадШтукатурный_Утеплитель_150мм;2820;800;0.34;150;;Секция 1;Утепление штукатурного фасада
BRU_ФасадШтукатурный_Штукатурка_10мм_КоричневыйЦвет;360;900;0.00;10;;Секция 1;Штукатурка фасадная
BRU_ФасадШтукатурный_Утеплитель_150мм;3000;200;0.12;150;;Секция 1;Утепление штукатурного фасада
BRU_ФасадШтукатурный_Утеплитель_150мм;2720;875;0.33;150;;Секция 1;Утепление штукатурного фасада
BRU_ВнешняяСтена_БлокКерамический10,7НФ_250мм;2820;3200;1.02;250;Этаж 12 (отм. +34,050);Секция 1;Внешняя стена. Кладка
BRU_ФасадШтукатурный_Утеплитель_150мм;2820;3200;0.74;150;;Секция 1;Утепление штукатурного фасада
BRU_ФасадШтукатурный_Штукатурка_10мм_БелыйЦвет;2720;955;0.03;10;;Секция 1;Штукатурка фасадная
BRU_ФасадШтукатурный_Штукатурка_10мм_БелыйЦвет;3000;280;0.01;10;;Секция 1;Штукатурка фасадная
BRU_ФасадШтукатурный_Утеплитель_150мм;2720;275;0.11;150;;Секция 1;Утепление штукатурного фасада
BRU_ФасадШтукатурный_Штукатурка_10мм_КоричневыйЦвет;2820;950;0.02;10;;Секция 1;Штукатурка фасадная
BRU_ФасадШтукатурный_Утеплитель_150мм;2820;800;0.34;150;;Секция 1;Утепление штукатурного фасада
BRU_ФасадШтукатурный_Штукатурка_10мм_КоричневыйЦвет;360;900;0.00;10;;Секция 1;Штукатурка фасадная
BRU_ФасадШтукатурный_Утеплитель_150мм;3000;200;0.12;150;;Секция 1;Утепление штукатурного фасада
BRU_ФасадШтукатурный_Утеплитель_150мм;2720;875;0.33;150;;Секция 1;Утепление штукатурного фасада
BRU_ВнешняяСтена_БлокКерамический10,7НФ_250мм;2820;3200;1.02;250;Этаж 15 (отм. +43,050);Секция 1;Внешняя стена. Кладка
BRU_ФасадШтукатурный_Утеплитель_150мм;2820;3200;0.74;150;;Секция 1;Утепление штукатурного фасада
BRU_ФасадШтукатурный_Утеплитель_150мм;2720;275;0.11;150;;Секция 1;Утепление штукатурного фасада
BRU_ФасадШтукатурный_Утеплитель_150мм;2820;800;0.34;150;;Секция 1;Утепление штукатурного фасада
BRU_ФасадШтукатурный_Штукатурка_10мм_КоричневыйЦвет;360;900;0.00;10;;Секция 1;Штукатурка фасадная
BRU_ФасадШтукатурный_Утеплитель_150мм;3000;200;0.12;150;;Секция 1;Утепление штукатурного фасада
BRU_ФасадШтукатурный_Утеплитель_150мм;2720;875;0.33;150;;Секция 1;Утепление штукатурного фасада
BRU_ВнешняяСтена_БлокКерамический10,7НФ_250мм;2820;3200;1.02;250;Этаж 15 (отм. +43,050);Секция 1;Внешняя стена. Кладка
BRU_ФасадШтукатурный_Утеплитель_150мм;2820;3200;0.74;150;;Секция 1;Утепление штукатурного фасада
BRU_ФасадШтукатурный_Утеплитель_150мм;2720;275;0.11;150;;Секция 1;Утепление штукатурного фасада
BRU_ФасадШтукатурный_Утеплитель_150мм;2820;800;0.34;150;;Секция 1;Утепление штукатурного фасада
BRU_ФасадШтукатурный_Штукатурка_10мм_КоричневыйЦвет;360;900;0.00;10;;Секция 1;Штукатурка фасадная
BRU_ФасадШтукатурный_Утеплитель_150мм;3000;200;0.12;150;;Секция 1;Утепление штукатурного фасада
BRU_ФасадШтукатурный_Утеплитель_150мм;2720;875;0.33;150;;Секция 1;Утепление штукатурного фасада
BRU_ВнешняяСтена_БлокКерамический10,7НФ_250мм;2820;3200;1.02;250;Этаж 16 (отм. +46,050);Секция 1;Внешняя стена. Кладка
BRU_ФасадШтукатурный_Утеплитель_150мм;2820;3200;0.74;150;;Секция 1;Утепление штукатурного фасада
BRU_ФасадШтукатурный_Утеплитель_150мм;2720;275;0.11;150;;Секция 1;Утепление штукатурного фасада
BRU_ФасадШтукатурный_Утеплитель_150мм;2820;800;0.34;150;;Секция 1;Утепление штукатурного фасада
BRU_ФасадШтукатурный_Штукатурка_10мм_КоричневыйЦвет;360;900;0.00;10;;Секция 1;Штукатурка фасадная
BRU_ФасадШтукатурный_Утеплитель_150мм;3000;200;0.12;150;;Секция 1;Утепление штукатурного фасада
BRU_ФасадШтукатурный_Утеплитель_150мм;2720;875;0.33;150;;Секция 1;Утепление штукатурного фасада
BRU_ВнешняяСтена_БлокКерамический10,7НФ_250мм;2820;3200;1.02;250;Этаж 16 (отм. +46,050);Секция 1;Внешняя стена. Кладка
BRU_ФасадШтукатурный_Утеплитель_150мм;2820;3200;0.74;150;;Секция 1;Утепление штукатурного фасада
BRU_ФасадШтукатурный_Утеплитель_150мм;2720;275;0.11;150;;Секция 1;Утепление штукатурного фасада
BRU_ФасадШтукатурный_Утеплитель_150мм;2820;800;0.34;150;;Секция 1;Утепление штукатурного фасада
